item_id,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,FilmNoir,Horror,Musical,Mystery,Romance,SciFi,Thriller,War,Western,year,month
324,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1997,2
325,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1997,3
326,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1997,1
327,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1997,1
328,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1997,8
329,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1998,1
330,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997,1
331,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1997,9
332,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1997,1
333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1997,1
334,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1997,1
335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,1
336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1997,1
337,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1997,1
338,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,1
339,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997,1
340,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997,1
341,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,1
342,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1997,1
343,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1997,1
344,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997,12
345,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1997,1
346,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1997,1
347,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,1
348,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1998,1
349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1998,1
350,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1998,1
351,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1998,1
352,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1997,1
353,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1998,1
354,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1998,2
355,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1998,2
356,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1994,1
357,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1975,1
358,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1997,8
359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1997,1
360,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1997,1
361,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1997,1
362,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1998,2
363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,1
364,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,1
365,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,1
366,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,1
367,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,1
368,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,1
369,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,2
370,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1996,2
371,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1996,2
372,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,1
373,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1995,1
374,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,1
375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,1
376,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,1
377,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,1
378,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,1
379,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1995,1
380,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1994,1
381,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1994,1
382,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,1
383,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,1
384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,1
385,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1994,1
386,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,1
387,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993,1
388,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,1
389,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,1
390,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,1
391,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,1
392,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993,1
393,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,1
394,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1994,1
395,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,1
396,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1994,1
397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,1
398,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1993,1
399,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,1
400,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,1
401,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,1
402,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1990,1
403,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1989,1
404,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1940,1
405,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1996,5
406,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1996,10
407,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,5
408,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1996,4
409,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,8
410,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,7
411,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1996,6
412,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,8
413,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1996,7
414,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,1
415,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1975,1
416,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1957,1
417,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1961,1
418,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1950,1
419,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1964,1
420,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1951,1
421,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1996,10
422,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,1
423,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1982,1
424,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1996,1
425,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,1
426,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1986,1
427,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1962,1
428,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1971,1
429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1951,1
430,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1933,1
431,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,1
432,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1940,1
433,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,1
434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1956,1
435,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1969,1
436,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1981,1
437,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1992,1
438,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1983,1
439,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1993,1
440,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1982,1
441,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1979,1
442,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,1
443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1963,1
444,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1958,1
445,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1945,1
446,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1976,1
447,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1976,1
448,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1976,1
449,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1979,1
450,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1989,1
451,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1978,1
452,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1978,1
453,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1983,1
454,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,12
455,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,1
456,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,1
457,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997,8
458,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,1
459,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,1
460,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,1
461,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,1
462,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1992,1
463,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,1
464,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,1
465,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1994,1
466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1992,1
467,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993,1
468,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993,1
469,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993,1
470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1993,1
471,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1996,3
472,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1996,5
473,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1996,4
474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1963,1
475,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,7
476,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,9
477,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,8
478,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1940,1
479,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1958,1
480,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1959,1
481,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1960,1
482,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1959,1
483,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1942,1
484,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1941,1
485,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1964,1
486,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1954,1
487,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1953,1
488,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1950,1
489,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1946,1
490,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1955,1
491,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1938,1
492,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1955,1
493,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1934,1
494,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1940,1
495,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1956,1
496,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1946,1
497,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1938,1
498,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1951,1
499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1958,1
500,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,9
501,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1941,1
502,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1971,1
503,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1972,1
504,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1967,1
505,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1954,1
506,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1955,1
507,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1951,1
508,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,12
509,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1989,1
510,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1954,1
511,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1962,1
512,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1987,1
513,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1949,1
514,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1977,1
515,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1997,4
516,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,1
517,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1979,1
518,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1990,1
519,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1948,1
520,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1963,1
521,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1978,1
522,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1986,1
523,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1967,1
524,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1940,1
525,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1946,1
526,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1959,1
527,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1982,1
528,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1984,1
529,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1985,1
530,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,1
531,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1996,11
532,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1997,3
533,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1997,3
534,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997,4
535,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1997,5
536,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997,5
537,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1991,1
538,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1997,1
539,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,1
540,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,1
541,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,1
542,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1995,1
543,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1995,1
544,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1996,2
545,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1995,1
546,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996,2
547,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1996,2
548,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1996,2
549,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1995,1
550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,1
551,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1995,1
552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1995,1
553,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1995,1
554,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,1
555,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,1
556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,1
557,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1994,1
558,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1994,1
559,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1994,1
560,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1995,1
561,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1994,1
562,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,1
563,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1995,1
564,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1995,1
565,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1995,1
566,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1994,1
567,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1994,1
568,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1994,1
569,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1994,1
570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1994,1
571,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1993,1
572,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1994,1
573,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1993,1
574,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1993,1
575,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1994,1
576,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1993,1
577,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1993,1
578,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1993,1
579,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,1
580,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1995,1
581,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1993,1
582,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1993,1
583,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1993,1
584,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993,1
585,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,1
586,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,1
587,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1993,1
588,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1991,1
589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1969,1
590,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1996,3
591,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1996,3
592,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1995,1
593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1993,1
594,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1996,6
595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996,8
596,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1996,6
597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996,6
598,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,9
599,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,8
600,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,1
601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1943,1
602,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1951,1
603,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1954,1
604,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1934,1
605,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1944,1
606,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1950,1
607,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1940,1
608,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1945,1
609,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1950,1
610,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1958,1
611,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1944,1
612,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1937,1
613,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1936,1
614,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1956,1
615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1935,1
616,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1968,1
617,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1930,1
618,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1955,1
619,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1996,9
620,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,10
621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1955,1
622,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1960,1
623,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,1
624,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1945,1
625,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963,1
626,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1949,1
627,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1991,1
628,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1996,10
629,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1982,1
630,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1965,1
631,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1992,1
632,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1982,1
633,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1938,1
634,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996,10
635,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,1
636,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1981,1
637,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1981,1
638,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1982,1
639,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1979,1
640,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1989,1
641,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1957,1
642,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1990,1
643,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1994,1
644,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1988,1
645,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1990,1
646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1969,1
